id,Date,Comment,Usage,Label
1909,20120824185748Z,as usual this madr chd chodumbram is trying his best to fool indians and with the help of nd tv and this most corrupt hinduatan times he is succeding in fooling indians are we indians that idiots that we cannot see thru the corruption of this most corrupt congress partythis party has been succeding fool of indians for last sixty five yeras but no more of this garbage from this party run by the most corrupt italian maid,PrivateTest,1
1910,20120531213547Z,nblockquotenyou are dying to accuse me of a diffierent motivexablockquote no buddy your motives are crystal clear when you write something like thisnnblockquoteyou sure are and not only are you depraved you are a dead corpse unable to do anything but be a reprobatennnblockquoten you are a sadistic pig full of hate and devoid of even the tiniest spark of human compassionxan,PrivateTest,1
1911,20120603201446Z,dude you are an idiot lolwhy not just trade anthony and lin sign and trade for williamsnnbe a win win for both teams anthony can be a ball hog and get his shots up with the nets,PrivateTest,1
1912,20120602030630Z,how about i sew your asshole shut and keep feeding you,PrivateTest,1
1913,20120603041700Z,xayour racism sickens me and disgraces you and your family is this the way you were raised shame on you your mother your grandmother and everybody else who let you grow up a human ruin,PrivateTest,1
1914,20120824170039Z,houstonforensicsxayou are parsing words you nee to step away and go back to the topic,PrivateTest,0
1915,20120531215752Z,xadont you mean cyber goose step,PrivateTest,0
1916,20120527161011Z,yupand your crack is probably gross like old dead mouse smell,PrivateTest,1
1917,20120603202530Z,you sir are a moron,PrivateTest,1
1918,20120527204814Z,how tall are the ceilings do you know,PrivateTest,0
1919,20120602112835Z,like arthur replied i am shocked that a student able to earn in four weeks on the internet have you seen this web link n u t ty r i c h d o t c o m,PrivateTest,0
1920,20120527025234Z,you will be so good at this marlyne,PrivateTest,0
1921,20120531222409Z,make a dumb comment you deserve a dumb answer,PrivateTest,1
1922,20120529103338Z,nowi am a father of one and i tell men all the time it is a joy when you see your baby for the first time whatever problems fears worries you had vanish from the moment you see the little hairs on his head this guy needs to a good ass beating,PrivateTest,0
1923,20120601000558Z,still not as good as ours weren,PrivateTest,0
1924,20120528100607Z,lets nuke mexicofuck em,PrivateTest,0
1925,20120601143321Z,you are so wrong ukip is our only chance,PrivateTest,0
1926,20120601201058Z,damn job creators we give them all the tax breaks and they still cant make jobs lets give them more money itll work better next time,PrivateTest,0
1927,20120601054627Z,are you blind it says alberto del rio,PrivateTest,1
1928,20120825015743Z,your a jerk he never tested positive over times there is no proof go back under your rock,PrivateTest,1
1929,20120601224102Z,so sorryschatzimay you stand up to the too many sorrows you are having now,PrivateTest,0
1930,20120531065656Z,well then you are a moron something tells me thats not news to you,PrivateTest,1
1931,20120529030151Z,i wanna fight you and your packn,PrivateTest,0
1932,20120531153204Z,i hope you dont think any of your comments make you look smartyou are a heat fan and every word you say has got to be taken with a grain of salt,PrivateTest,0
1933,20120527025308Z,hope you are better soon and that you get a chance to doodle on your hubbys head,PrivateTest,0
1934,20120601200813Z,xayou are a real charmer,PrivateTest,0
1935,20120527072940Z,the father must of been a nigger thats why he isnt around,PrivateTest,1
1936,20120528025958Z,oh shit sam you is funny,PrivateTest,0
1937,20120528175926Z,why wouldxayouxabe specific right now an dlay yourself open to attacj ads on spending cutsthere will be plenty of time for that in the coming days,PrivateTest,0
1938,20120602003202Z,you were never a rotten apple ever,PrivateTest,0
1939,20120603121607Z,youre an fing moron,PrivateTest,1
1940,20120603184420Z,pussy ass cunt bitch stfu dickwad,PrivateTest,1
1941,20120529205914Z,v nasty my bitch,PrivateTest,1
1942,20120602033559Z,abby are you getting chickens,PrivateTest,0
1943,20120528200140Z,let me get a crack at your girl homie,PrivateTest,1
1944,20120527072743Z,i sound like your pimp bitch now lets go back and get you ready for the streets grabs your neck,PrivateTest,1
1945,20120528095130Z,like arthur replied i am shocked that a student able to earn in nnfour weeks on the internet have you seen this web link n u tty r i c h nxad o t c o m,PrivateTest,0
1946,20120601143606Z,you dont know mike and his hitler socialist pot smoking mind,PrivateTest,1
1947,20120602142120Z,i like boston man but cant stand garnett u know he greeted td mothers day just to spite him coz his mother died of an illness come on would you have wanted thatnnhes a good player though,PrivateTest,0
1948,20120824232151Z,for an idiot you still suck,PrivateTest,1
1949,20120601224022Z,but you would for a muslim,PrivateTest,0
1950,20120529025321Z,why arent you supposed to be here,PrivateTest,0
1951,20120528030301Z,not if youre bad and evil,PrivateTest,0
1952,20120527221319Z,that is right you dumb fool you have obviously never played high level competitive golf both of dufners penalties were from shots that had water short and to the left the caddy needs to make sure the player takes enough club that he doesnt force the shot dufner tends to hit a pulled draw when he tries to get extra on the shot wake up you fool the caddy needs to talk to the player and make sure he plays to the right center and hits an easyenough club that he doesnt force the shot oh you are too stupid to understand,PrivateTest,1
1953,20120603174748Z,youre fvucking illiterate,PrivateTest,1
1954,20120602051543Z,zimmerman was attacked and his threatened by dopehead trayvonxa terrorists in the u s have put out a lynch contract on an innocent manxa u s department of justice where are youxa if white men put out a lynch contract on a black man you would be on it like ugly on an ape,PrivateTest,0
1955,20120603203108Z,would you like your taxes pay for the cameras,PrivateTest,0
1956,20120603205942Z,sour grapes you arebut i guess you dont know any better,PrivateTest,1
1957,20120528070518Z,she never off fuck u mean,PrivateTest,1
1958,20120601033854Z,you are an idiot,PrivateTest,1
1959,20120603173634Z,and your comments about my mom werennyou are an,PrivateTest,1
1960,20120527211656Z,now youre talking,PrivateTest,0
1961,20120527140433Z,yeah i know you are and thats ok i know you cant express it better than a three year old and thats why you should have stayed in schoolbetter yet your moms should have swallowed you lmao,PrivateTest,1
1962,20120826010540Z,youre a little savage,PrivateTest,1
1963,20120531145930Z,who is your source tyrone biggums,PrivateTest,0
1964,20120603210236Z,so whats youre point they are still losers,PrivateTest,0
1965,20120531055017Z,fucking stupid waste of beauty,PrivateTest,0
1966,20120529144041Z,xabrock lesnar you dumb psycho dick bitch you think you can troll triple ndick go fuck yourself and win over triple h you lost to thugasuckdick ncena who is jerking off to david otunga you are a loser i hope you beat ntriple h live like a windrammer as you fuck,PrivateTest,1
1967,20120527062907Z,can i just say we are gonna get fat when we move out thank you pinterestn,PrivateTest,0
1968,20120530223424Z,cousin you rock,PrivateTest,0
1969,20120601154351Z,kelly youre up,PrivateTest,0
1970,20120824132045Z,id love to bitchslap bettman knock that smug look of his ugly face,PrivateTest,1
1971,20120603201625Z,fu ck you too sd,PrivateTest,1
1972,20120528064022Z,heyxabdebaebaedisqusxa you are awesome,PrivateTest,0
1973,20120529160132Z,why youre the one who fucked up thats not their fault,PrivateTest,1
1974,20120602215039Z,you do realize what an amazingly huge hypocrite you are right you cant complain about other peoples comments when you yourself are one of the very worst offendersxa,PrivateTest,1
1975,20120603163502Z,you sound like a sore loser,PrivateTest,1
1976,20120528001207Z,hes like a punch sockem robot stiff as fuck haha,PrivateTest,0
1977,20120528234417Z,i just hope your on here after the election is overafter obama wins againi want to say thank you for your comments they were nice but americas not dumbthey no mitt romney dont have a chance in hell to beat obamannvote obama,PrivateTest,0
1978,20120531130309Z,burkes a clown and you spell like,PrivateTest,1
1979,20120529075550Z,jreall you are a fucking idiot probley the bigest one on here i dont even no were to start first off everything he said is true about the racist shit ok second just because have a ccw doesnt mean u can start threating ppl thats the quickest way to get you ccw voided ok third you say your about to be a cop and yet yyour saying your gonna beatkill whites like zimmerman did to a black are you fucking kidding are you that fucking ignorant you would say that when you about to be a cop you better hope no law enforcement agency sees this because they do monitor worldstar ima leave it at that,PrivateTest,1
1980,20120528030046Z,so why ya dumbass watch out it then fukkin whiny ass bitch hyprocrite loser motherfooker,PrivateTest,1
1981,20120531185611Z,they arent successful through good business practice they just make money by leeching off the public get your facts and wind your neck in right before you comment,PrivateTest,0
1982,20120825201957Z,your still a moron,PrivateTest,1
1983,20120527204807Z,you are fucking stupid most pageant girls choose for themselves wtf if the mother wouldent do this shows then the children would play normal like the other normal childrennand look where miss america has gotten in life nnmiss america is a joke in life,PrivateTest,1
1984,20120602194839Z,oh please fuck menxa,PrivateTest,0
1985,20120527155102Z,good cuz afgan has turned yours into a poppy dependant nation of fureekz,PrivateTest,1
1986,20120602191154Z,so are you working on a trailer as well,PrivateTest,0
1987,20120528001046Z,fuck this server mods and admins and staff are corrupt fuck it and fuck anyone who plays here i got banned for saying welcome to the owner fuck,PrivateTest,1
1988,20120602150412Z,you are too whiney steeler fan,PrivateTest,1
1989,20120603202911Z,xaoh you fucking tease,PrivateTest,1
1990,20120602003139Z,welcome aboard and look forward to your work,PrivateTest,0
1991,20120826075014Z,i agree fox news is a grand mechanism for preaching promoting propagating all the negatives and evils in man racism bigotry narrowmindedness hatred of anything unfamiliar ignorance selfishness greed,PrivateTest,1
1992,20120603174714Z,jeb b itch slapped that little hoooo and sent her back to her street corner,PrivateTest,1
1993,20120603070842Z,safeast your eyes,PrivateTest,0
1994,20120603174628Z,youre an idiotthere just thought someone should tell u that u bitchhavent u ever heard to each is own jeesh,PrivateTest,1
1995,20120602141847Z,i just cant stop listening to your song pray for me you are atrue star,PrivateTest,0
1996,20120601160608Z,boyyouxaracist scumxa,PrivateTest,1
1997,20120529102957Z,irrevelant indeed but you are underestimating alex,PrivateTest,0
1998,20120528135417Z,youre welcome ive been laughing about your posts all morning,PrivateTest,0
1999,20120603171615Z,you are here all the time life is too tough out there right ahole,PrivateTest,1
2000,20120527211710Z,you sound really smart,PrivateTest,1
2001,20120529163810Z,xathis shit was fuck trashhhhh,PrivateTest,0
2002,20120528061402Z,yeahxa motherfucking stannis manxa holy shitnnthat was an amazing fucking episode of televisionxa cheers kudos hosannahs and so on and so forthnnmccann headley dinklage cunningham dillane turner and flynn just fucking nailed every god damned thing they had to do this episode and then some,PrivateTest,0
2003,20120602030714Z,are you onlinen,PrivateTest,0
2004,20120602141918Z,better watch out heifer you are getting close to the tone of our earlier comments which mysteriously disappeared,PrivateTest,0
2005,20120824115615Z,dem despicable evil maggots blah blah blah,PrivateTest,1
2006,20120529160200Z,lingering fog has been fucked for over a week bud,PrivateTest,0
2007,20120529132824Z,you are preaching to the choir babygirl sing it out with sum soul sister ill take the hatmony and riff that bitch a queen,PrivateTest,1
2008,20120527155303Z,xanahh this is true you just hate the true because i bet youre dirty white mans whore too at least you look like smh,PrivateTest,1
2009,20120602165730Z,for you alicia,PrivateTest,0
2010,20120528063956Z,fuck the un,PrivateTest,0
2011,20120825130450Z,no you dont have a wp dont pretend trolls and haters always say they hate something but never get into specifics such douche bagsnnnot everyone loves any os but as far as consumer satisfaction rates go wp ranks higher than android and ios look it up if more people really knew about wp the sales would reflect that but windows will hopefully change thatnnby the way let me be the first to inform you that as iof this week samsung has killed bada and put tizen on ice in a effort to focus more and windows phone and android now you know,PrivateTest,1
2012,20120531162430Z,if we dont know who you are how do we know you pay taxes,PrivateTest,0
2013,20120602214948Z,omg lol look at these reasons why people troll here is a real fact most trolls do what they do because if they dont the average stupid idiot gets away with posting a comment if youre not retarded you have nothing to fear from trolls but if you post something stupid expect to be harassed trolls are the internet police keeping idiots from posting oh and if your stupid enough to see a comment and take it seriously and not realize that the troll is just trying to get you pissed then you write a paragraph talking back to themyou my friend just gottrolled xa,PrivateTest,1
2014,20120529030018Z,xaand the whole group of girls would have been knocked the fuck out and then said shit about how he was a punk for hitting all of yall,PrivateTest,0
2015,20120601154454Z,you are out of touch with the goals of many many people,PrivateTest,0
2016,20120602021531Z,am happy ur not nigerian fuck off u got no swags,PrivateTest,1
2017,20120528234457Z,im telling you my state because you crazy fucks are insane i dont want to be hunted down and burned at the stake,PrivateTest,1
2018,20120602024101Z,i dont know about that but at the vfw they do also at my favorite watering hole at the top the mountain they do as well nnwhen can i expect your shownnplease remember one of the major failings of many are to keep their elbows in close as well as their front knee well bent it gets ugly when one has open access to the a sternum in the center or a quick kick to disable an exposed leg what normally happens is the receiver is on the ground after the first thrust and rather sad given their cries nnplease keep that attention in mind i would hate for someone as fine as you to fall immediate victim to such easy shots nnnnoh and im still looking for your request for an invitation i have it ready once i know where to send it xa,PrivateTest,0
2019,20120529025206Z,you look gorgeous,PrivateTest,0
2020,20120602222706Z,phil winning the us open cant be that hard tiger has of em and you know he is just another golfer,PrivateTest,0
2021,20120824040640Z,skip just needs to stick with his tebow obsession give me a break you idiot,PrivateTest,1
2022,20120531213536Z,oooh you are living proof of everything we discuss here,PrivateTest,0
2023,20120824150606Z,so the pit bull attach was okay because the collie should have been on a farmxa moron,PrivateTest,1
2024,20120825082739Z,i wonder if you deny on purpose that the only people coming down nagainst social conservatives are homosexuality agenda supportersnnnnbilly well sherry youve equated yourself with social conservatives nbefore and its seems like your view is that the rights of homosexuals and their supporters can be disregarded while shrieking about the rights of social conseratives so of course in your mind anyone here who defends gays and their rights is going to seem like homosexual agenda supporters coming down on social conservativesnnwell billy youve equated yourself with people with a homosexuality agenda nbefore and it seems like your view is that the rights of social conservatives can be disregarded while shrieking about the nrights of gays so of course in your mind anyone here nwho defends social conservatives and their rights is going to seem like homosexual nagenda supporters coming down on homosexual activists,PrivateTest,1
2025,20120529024955Z,funny how you like everything i say and no that just like last year you will cry to mommy and i dont even have to say why i will look for you and wont find you or any other heat fans youll all probably be crying somewhere like a ghey night club,PrivateTest,1
2026,20120531043827Z,nnmany of you rednecks aipac jew lover morons and black obamanlovers do not understand that persians are not warmongering people if you believenyou are a bad ass redneck or a nigger or whatever then you should think twicenthe persians in iran are not as the same persians sissy boys you meet innamericans streets those mother fuckers are your worst nightmare if you messnwith them for unfair reasons xaremember mynwords i am not a muslim either you are messing with some smart talentednhumans outside of your small brain nnn,PrivateTest,1
2027,20120603184402Z,overall we punch above our weight and you dont get to be the winner for so long without winning most of your battles,PrivateTest,0
2028,20120528070517Z,how your shit say dat pretty motha fuxka but youre facexalookin arab and clearly by ya twitpics youre assless pancake boooooty bytchxalol,PrivateTest,1
2029,20120601181419Z,do you think all of your comments are cute the three of you are probably the only ones,PrivateTest,0
2030,20120528200317Z,lmfao fuck yo finally a funny video lmfaooooooooo,PrivateTest,0
2031,20120531021735Z,hottest isnt the white sox the hottest team right now damn dude you are a moron the anaheim angels will play a lot of road games soon and will continue to choke i like how you dont think that you are a complete fail dumb,PrivateTest,1
2032,20120531032419Z,lebron you are pathetic,PrivateTest,0
2033,20120528061620Z,mcdonald also threatens parents in order to intimidate them into not speaking up and telling the truth about her trying to coerce them to sign falsified letters about teachers to defame and besmirch them and cost them their jobs its something the heirarchy of the detdec must engage in if they want to keep their jobs and being gutless witless brainless greedy deceitful lying corrupt slimy sacks of monkey shit they just do it they actually get off on others misery you see and of course they are only interested in their own retirement on the highest level of income,PrivateTest,1
2034,20120825121421Z,es increible como esta el barrio una hecho en la que intervienen un barrendero una ambulanciany una patrulla de policia y algunos dudan de la veracidad de los agentes seria que pasaron por alli vieron a uno y le detuvieron sin mas asxed porque les parecixf la estupidez el odio cerval gratuito de algunos parece que no tiene lxedmite es intolerable la cantidad de sandeces que se puede llegar a decir para desprestigiar a la policia educacixfn de borriko kaverna tal vez,PrivateTest,0
2035,20120529065148Z,damn that negga n da white t grill xafucked up,PrivateTest,1
2036,20120825235905Z,blaming all your problems on weakest and most vulnerable of society do you have anymore straw man arguments up your butnncowards with no morals or intellectual honesty hypocrite as if you know what you said,PrivateTest,1
2037,20120601113223Z,you sound like a little girl,PrivateTest,1
2038,20120602165732Z,pirates win and you lose rd place maybe tonightenjoy your weekend,PrivateTest,0
2039,20120527211000Z,fuck himand everybody like him lol,PrivateTest,1
2040,20120602033313Z,gofuckyourself,PrivateTest,1
2041,20120528180231Z,glad you are feeling better threadz,PrivateTest,0
2042,20120529163810Z,how are all those tax dollars doing you survive off that come from dog st,PrivateTest,1
2043,20120529060015Z,eat my prick you,PrivateTest,0
2044,20120531075611Z,you dont need all these subcategories all your real friends are just fucking assholes and in the end isnt that all that really matters xaarmadillo time,PrivateTest,0
2045,20120601084924Z,how arrogant you are,PrivateTest,1
2046,20120825160329Z,some think its just all offensive line in run blocking it is to a degree but the rb has to have a consistent penchant for getting to the hole on time too thats what playing fast is all about as a rb,PrivateTest,0
2047,20120531144527Z,its interesting how you call this the rape issue in the us when the number of rapes in the usa with male victims is higher than than the number of rapes with female victims,PrivateTest,0
2048,20120527194934Z,your an idiot,PrivateTest,1
2049,20120602030248Z,dont cover your face please let us seeeee,PrivateTest,0
2050,20120529103212Z,that prick dick,PrivateTest,1
2051,20120603201433Z,lmao are you really using statistics from anyways it says white males have a suicide rate so what was your point to prove black men kill themselves more often wrong white male suicides were while black males suicides were you cant be that slow and attend yale,PrivateTest,1
2052,20120528194344Z,what are you talking about,PrivateTest,0
2053,20120531213641Z,imagine someone being pitched that movie today the aliens blow the white house to xasmithereens get the fuck out of here we cant sell that,PrivateTest,0
2054,20120601054921Z,you dont get me,PrivateTest,0
2055,20120528134539Z,xais english your third language i hope you cut your fingers off,PrivateTest,1
2056,20120527233715Z,you sir are a complete idiot,PrivateTest,1
2057,20120601002250Z,you sound like chelsea never bribed officials,PrivateTest,0
2058,20120531055414Z,if you do chain letters you are shit,PrivateTest,0
2059,20120528100534Z,nnnnnnpls black ppl wake the fuck up we need more real talented strong ndarkbrown skinned black sonskids and full black family in america and nin all the worldxa black love the best fuck interracial racist bullshit nand racist ugly pale crackersnnnnnn,PrivateTest,0
2060,20120528181034Z,never mind you can feel bad now braves,PrivateTest,0
2061,20120531185406Z,see that shampoo bottle now stick it up my asbbs push it in and out at a medium pace talk about your old boyfriends dick and how big it was shave off my pubbbes and punch me in the face,PrivateTest,0
2062,20120528081347Z,you have no idea that the age so down run ya mouth bitch niggaxa,PrivateTest,1
2063,20120602033339Z,are you kidding did you watch game two,PrivateTest,0
2064,20120531043530Z,that dude that ate the dudes face off in miami was that you because you sound just as crazy you actually think that hunk a shit madden represents real football better than nba k represents real basketballnndude what time are you due back to the mental institution seriously what time,PrivateTest,1
2065,20120601150917Z,all you need isn packet of koolaidn cups of club sodan cup sugarn cups crushed icenand of course a blendernnstep blend koolaid sugar and cup of the club soda on high until the sugar is dissolvednnstep add the ice and blend until the mixture is smoothnnstep add remaining cup of club soda and blend awaynstep pour mixture into glasses and put in freezer for minutes nn,PrivateTest,0
2066,20120528234444Z,lets see your girls set,PrivateTest,1
2067,20120531044037Z,you need to get out morexa that computer has seriously screwed up your head,PrivateTest,1
2068,20120528204336Z,no youre getting played like a fiddle,PrivateTest,0
2069,20120531144452Z,what is your name,PrivateTest,0
2070,20120602223500Z,youll be too busy watching my little pony to riot you freak,PrivateTest,1
2071,20120529163613Z,keep your chin up katie its completely normal to worry a bit just dont let it consume you and take the time to enjoy the rest of your time in the caribbean,PrivateTest,0
2072,20120601113626Z,you cannot be serious,PrivateTest,0
2073,20120601151112Z,u would rather live like this than fight rd rate indians like you are a the reason this country fails all of us,PrivateTest,1
2074,20120824222816Z,dont call your sister that,PrivateTest,1
2075,20120601113622Z,yeah fuck tejasnni leave you all good people with willies roll me up smoke me when i dienn,PrivateTest,1
2076,20120825173100Z,well its not difficult really ive just bought myself a passivhaus and if i ever need to heat it i run a kw woodburner its so simplennwhat you still live singleglazed heating your home with gas from qatar some people just live in cuckoo land how can you put up with living in a shed an paying thru the nose for it,PrivateTest,1
2077,20120528095355Z,are you ever going to show us some cock or butt,PrivateTest,0
2078,20120603201503Z,stop using my screen name you dummyat first you were spelling it with one n now you are spelling it with two stop trying to start s h i t,PrivateTest,1
2079,20120527211204Z,your mama was on juice to produce idiot like you josh put his addiction away before he was contracted and moved to texas,PrivateTest,1
2080,20120527211042Z,you are so mad those demon white folks lost are you here on wshh commenting to avenge them,PrivateTest,0
2081,20120824182518Z,like calling someone a moron wow hypocrite,PrivateTest,1
2082,20120528204327Z,xadont forget your white hood when going out to your memorial day barbq,PrivateTest,1
2083,20120527204759Z,u have fucking eaten him with guard support on that ship,PrivateTest,0
2084,20120826093554Z,ridiculous article ign this is just so stupid it hurts,PrivateTest,1
2085,20120531045715Z,says you are wrong,PrivateTest,0
2086,20120824173906Z,until it eats you bahahahaha crazy sallydn,PrivateTest,1
2087,20120603173651Z,yet here you are commenting on it hypocrite,PrivateTest,1
2088,20120603171753Z,youre the real loser at least nasdaq comments on golfers not other commenters,PrivateTest,1
2089,20120528100557Z,jugacat lmao are u real,PrivateTest,0
2090,20120603132938Z,lol you guys are cruel lol,PrivateTest,0
2091,20120527211735Z,fuck true,PrivateTest,0
2092,20120602201133Z,as long as you feel good that is all that mattersn,PrivateTest,0
2093,20120601005848Z,xayou want to approach that shit lol the drugs have been around for a long time,PrivateTest,0
2094,20120603045643Z,you are a fucking idiot its not a literal distinction its a legal distinction so it doesnt matter if there are more women than men the law says women have minority status as a result of their genderxa that is all that matters now run along and let the adults discuss this issue,PrivateTest,1
2095,20120602054350Z,pause is your friend,PrivateTest,0
2096,20120529210336Z,shelly where are you,PrivateTest,0
2097,20120528004811Z,are you just learning english or can you actually put a sentence together,PrivateTest,1
2098,20120602030357Z,can you smell the desperation they see it all slipping away hate doesnt sell like it used to sure you can encourage encephalitic headed goobers to throw acid on women and it might just happen sure they might feel good for a few days high fiveing each other but the excitement wears off and then they have to face themselves in the mirror howdy piece of shit how are you today aww why the sad face you still have months until its over give it your hateful best crosshairs worked good in arizona maybe go that route,PrivateTest,1
2099,20120602201147Z,quit fckin trolling you wouldnt understand what the cat picture symbolizes you stupid dck so how about you go back to the sht hole wvu board,PrivateTest,1
2100,20120601070709Z,youre taking this far too seriously they were wearing too much fucking makeup in those mvs sit yo crazy ass down youre the one in the wrong here and youre the terrible ass friend for letting your oppars who dont even know you come between you in a friend,PrivateTest,0
2101,20120601140558Z,how pathetic are you to post your hatred on a message board,PrivateTest,1
2102,20120528181122Z,fuck you friends,PrivateTest,1
2103,20120602002850Z,it comes down to men not wanting to play house withxabitches who will try to leave with half of yourxapossessionsxaand kids,PrivateTest,0
2104,20120529103018Z,ghendricnyoure a mental midgetxa you obviously cant tell the difference bt your as and a hole in the groundxa i certainly hope you dont have any children,PrivateTest,1
2105,20120603201404Z,xaare you really this dumb or did you have to work at it,PrivateTest,1
2106,20120529130844Z,xaaimless abe you are a delusion weirdo that should be locked up inside and kept away from computersxa anyone who doubts the lunacy of abe the moronic prog frog from nyc please read this thread and you will see abe completely come apart from the seams and go off the deep end,PrivateTest,1
2107,20120529144013Z,so are your sisters,PrivateTest,1
2108,20120527233617Z,tht nigga aint bout itwshh why is this white hnkeyass mofo on here,PrivateTest,1
2109,20120602224155Z,ok representative republicnnare you happy now,PrivateTest,0
2110,20120529103240Z,thats not her youre watching,PrivateTest,0
2111,20120527175756Z,you dont see dust settling on your furniture and yet it does xa,PrivateTest,0
2112,20120527155248Z,xaas for little boys there are plenty of little boysnnat least youre honest about your wants and desires,PrivateTest,0
2113,20120603041349Z,youre an idiot,PrivateTest,1
2114,20120529065009Z,tahaaaa yo booty hurt fuckboi it aint my fault u n ur country poor as fuck haha i graduated from kathleen high school n lakeland flshoutsout ray lewis and i go fullsail university n orlando fl pussyyyy musical engineering video prodijs,PrivateTest,1
2115,20120529022638Z,you seem wistful,PrivateTest,0
2116,20120601154539Z,baby dae you are hot,PrivateTest,0
2117,20120601151209Z,and you are sheep,PrivateTest,1
2118,20120603184339Z,you should change your screen name to bandwagontigerdave then,PrivateTest,1
2119,20120531150407Z,this comment is hacked you cant like it,PrivateTest,0
2120,20120602192933Z,the legend of steel trollmy team sucks but i console myself by calling roethlisberger a rapist or lewis a murderernnmy team is aging but i console myself by telling all the haters rings,PrivateTest,0
2121,20120529144004Z,when you have four rings already you really dont care when online trolls label you as boring,PrivateTest,1
2122,20120602194814Z,very worthwhile website page i merely got very little to do thus im simply killing time searching the internet and i feel as if ive stumbled upon some really practical web site thank you so much,PrivateTest,0
2123,20120603183724Z,disqusxabecause most people own petsxa what are you talking about,PrivateTest,0
2124,20120527204402Z,smh sucking him and shit xayou know this song som e ass,PrivateTest,0
2125,20120531185524Z,thank you all so much for your great comments,PrivateTest,0
2126,20120528222505Z,bitch i bet you wouldnt say that to a black persons face internet gangsters like you are funny,PrivateTest,1
2127,20120530223717Z,u fn retard,PrivateTest,1
2128,20120602023808Z,not smokin youre a tigers fan,PrivateTest,0
2129,20120531061758Z,you are a delutional lebrick dick rider and it naaasty,PrivateTest,1
2130,20120603044503Z,gee ups and fedex are closed delivery on saturdays you moron,PrivateTest,1
2131,20120601163410Z,why dont you go out and look for a job,PrivateTest,0
2132,20120527161017Z,i know its not googles its goggles lol that goggle salute that jr smith be doin when he wets a in a niggas eye and shit fuck your conspiracy theory bullshit the illuminati wouldnt want drake in it any damn ways so again fuck up,PrivateTest,0
2133,20120529160206Z,haha dont shoot officer im white shame he didnt fucking die there on the streetxa took those bullets like a pro,PrivateTest,0
2134,20120531173115Z,what about choice dont you understand,PrivateTest,0
2135,20120528175943Z,xayou need to get your ass beat badnyour bf or husband is a bitch nigga for not disciplining your fat ass,PrivateTest,1
2136,20120526233243Z,youre,PrivateTest,0
2137,20120602135103Z,dont holdxa your breath,PrivateTest,0
2138,20120528043615Z,wellllllll wouldnt you like to know,PrivateTest,0
2139,20120527072533Z,fuck naw bro are u black have you ever lived in a crack infested neighborhood this shit ant coo bro he speakin real shit,PrivateTest,0
2140,20120603053102Z,are you kidding me,PrivateTest,0
2141,20120603205940Z,youre not very bright are you,PrivateTest,1
2142,20120529031459Z,shultzmaker of you are making a mistakedont be a follower just sayen boston loses by dd tonightmorenuser id hours agoxb likexb replyxb quotexb flagxb editxb sharetell your friends nshultzmakerheat to morenuser id hours agoxb likexb replyxb quotexb flagxb editxb sharetell your friends nsefersonoh ok mr dimes didnt know any books accepted a cent bet i guess with monopoly money it doesnt mattermoren fans like thisnuser id hours agoxb likexb reply,PrivateTest,0
2143,20120602003944Z,burger jones in minneapolis has really good poutine and some amazing burgers and hot dogs to boot i dont remember what it was called but i had their deep fried bacon wrapped hot dog that they top with onions and cheese sauce so freaking deliciousnni dont even care if you call me a fat american for eating that kind of shit i proudly eat their white trash burger with chickenfried bacon velveeta and cheese curds,PrivateTest,0
2144,20120527031020Z,good lord denver are you still on herexa,PrivateTest,0
2145,20120531130326Z,good morning paulxa will you play an old song for melife gets tedious dont itnndont know who recorded itxa enjoy your show and appreciate your commentsxa thanks for two hours of nostalgiaxa myrtle white,PrivateTest,0
2146,20120531045906Z,just make sure you dont bring your californianxalefturd ideas with you,PrivateTest,1
2147,20120601073132Z,please give it a little thought oh wait you dont have any,PrivateTest,1
2148,20120601000540Z,thats what we call when we are driving in our car a human radar detector,PrivateTest,0
2149,20120531213924Z,how to execute a trapn dont let this guy be your initial tacklern stop flying ships youre not qualified to flyn profit,PrivateTest,0
2150,20120602051520Z,hurst this looks like your beautiful lyndsee,PrivateTest,0
2151,20120528225246Z,stfu you absolute dumbass ho bag bush playing golf and cheney forbidding pictures being taken of us soldiers caskets coming home was probably just great as far as youre concernednnwhen youre out watering your tree of liberty try watering your tree of intelligence too maybe one day it will sprout and get you above iq,PrivateTest,1
2152,20120824072736Z,xawe already have a gazillion laws on the books to protect consumersxa what obama and the democrats want is to protect consumers from stupid choices and the consumers own ignorancexaxa there is a comedic routine out by ron white appropriately titled you cant fix stupid and that applies to many consumers nowadays xaxaxa we could not enact enough laws to protect the consumer who assumes that on a monthly income of he can afford a monthly mortgage of plus food utilities etcxa nnjust like the poor are always with us so are the less intelligentxa n,PrivateTest,1
2153,20120529024940Z,you said oh shush lmaooo wutxa,PrivateTest,0
2154,20120529011346Z,these niggas are hilariousxa,PrivateTest,1
2155,20120602193038Z,you must be outta coke,PrivateTest,1
2156,20120527073154Z,lady are you kidding yourself,PrivateTest,0
2157,20120602191023Z,when one of your family members is murdered by someone high on cocaine then you can voice your advocacy trash,PrivateTest,1
2158,20120527233433Z,whp the fuck googles a comment im not you bitch ass nigga stfu,PrivateTest,1
2159,20120528224928Z,you would look super kawaii in thisxx,PrivateTest,0
